ID,Count
18288,411.7159942
18289,328.5709033
18290,278.0721864
18291,229.7611133
18292,193.3906234
18293,173.116508
18294,186.1472548
18295,215.8816485
18296,248.601188
18297,321.2470528
18298,455.9737076
18299,505.5066419
18300,510.8623447
18301,451.8179164
18302,483.1034152
18303,477.001426
18304,464.8267136
18305,475.6551837
18306,487.3616379
18307,517.1399308
18308,496.9536138
18309,463.8536146
18310,465.5364174
18311,454.5323504
18312,392.3464323
18313,313.1129795
18314,264.9900218
18315,218.951788
18316,184.2923816
18317,164.9720809
18318,177.3897841
18319,205.7252956
18320,236.9055139
18321,306.1336865
18322,434.5220004
18323,481.7246118
18324,486.8283506
18325,430.5617223
18326,460.3753657
18327,454.5604502
18328,442.9585085
18329,453.2775432
18330,464.4332564
18331,492.8106018
18332,473.5739689
18333,442.0311899
18334,443.6348236
18335,433.1484533
18336,377.9190926
18337,301.5992076
18338,255.2458245
18339,210.9005059
18340,177.5155931
18341,158.9057373
18342,170.8668175
18343,198.1603772
18344,228.1940384
18345,294.8765567
18346,418.5437833
18347,464.010663
18348,468.9267274
18349,414.7291322
18350,443.4464701
18351,437.8453804
18352,426.6700646
18353,436.6096483
18354,447.3551443
18355,474.6889996
18356,456.159735
18357,425.7768452
18358,427.3215103
18359,417.2207441
18360,262.6269405
18361,209.5900385
18362,177.3777278
18363,146.5608795
18364,123.3607352
18365,110.4282066
18366,118.7403081
18367,137.7073946
18368,158.578657
18369,204.9182733
18370,290.8582165
18371,322.4544702
18372,325.8707859
18373,288.2073048
18374,308.163816
18375,304.2714562
18376,296.5054051
18377,303.4127102
18378,310.8800671
18379,329.875156
18380,316.9986326
18381,295.8846811
18382,296.9581136
18383,289.9387982
18384,261.6740778
18385,208.8296042
18386,176.7341662
18387,146.0291275
18388,122.9131579
18389,110.0275511
18390,118.3094947
18391,137.2077648
18392,158.0033021
18393,204.1747891
18394,289.8029251
18395,321.2845413
18396,324.688462
18397,287.1616315
18398,307.0457365
18399,303.167499
18400,295.4296246
18401,302.3118686
18402,309.7521324
18403,328.6783034
18404,315.8484986
18405,294.8111527
18406,295.8806906
18407,288.8868426
18408,410.1414367
18409,327.314324
18410,277.0087334
18411,228.88242
18412,192.6510246
18413,172.4544451
18414,185.4353574
18415,215.0560355
18416,247.6504431
18417,320.0184828
18418,454.2298919
18419,503.5733936
18420,508.9086142
18421,450.089994
18422,481.2558453
18423,475.1771923
18424,463.0490407
18425,473.8360986
18426,485.4977829
18427,515.1621924
18428,495.0530755
18429,462.0796632
18430,463.7560303
18431,452.794047
18432,400.4943853
18433,319.6154722
18434,270.4931335
18435,223.4988126
18436,188.1196259
18437,168.3980958
18438,181.0736805
18439,209.9976424
18440,241.8253878
18441,312.4912385
18442,443.5458236
18443,491.7287029
18444,496.9384323
18445,439.5033013
18446,469.9360919
18447,464.0004167
18448,452.1575346
18449,462.6908672
18450,474.0782538
18451,503.0449183
18452,483.4087936
18453,451.2109581
18454,452.847895
18455,442.1437516
18456,415.4292427
18457,331.5342699
18458,280.5801073
18459,231.8333187
18460,195.134805
18461,174.6778382
18462,187.8261088
18463,217.8286757
18464,250.8433112
18465,324.144366
18466,460.0861145
18467,510.0657842
18468,515.4697899
18469,455.8928424
18470,487.4605038
18471,481.303481
18472,469.0189654
18473,479.945097
18474,491.7571312
18475,521.8039932
18476,501.4356168
18477,468.0370901
18478,469.73507
18479,458.6317578
18480,396.0596809
18481,316.0763461
18482,267.4979427
18483,221.0239934
18484,186.0365632
18485,166.5334111
18486,179.0686381
18487,207.6723227
18488,239.1476371
18489,309.0309996
18490,438.6344074
18491,486.2837541
18492,491.4357957
18493,434.6366483
18494,464.7324543
18495,458.8625052
18496,447.1507603
18497,457.5674565
18498,468.8287497
18499,497.4746642
18500,478.0559718
18501,446.2146653
18502,447.8334762
18503,437.2478606
18504,381.6323412
18505,304.5625742
18506,257.7537454
18507,212.9727113
18508,179.2597747
18509,160.4670675
18510,172.5456715
18511,200.1074044
18512,230.4361617
18513,297.7738698
18514,422.6561902
18515,468.5698053
18516,473.5341726
18517,418.8040582
18518,447.8035587
18519,442.1474354
18520,430.8623164
18521,440.8995616
18522,451.7506376
18523,479.353062
18524,460.6417379
18525,429.9603207
18526,431.5201629
18527,421.3201515
18528,266.340189
18529,212.5534051
18530,179.8856487
18531,148.6330849
18532,125.1049168
18533,111.9895368
18534,120.4191621
18535,139.6544217
18536,160.8207802
18537,207.8155864
18538,294.9706234
18539,327.0136125
18540,330.4782311
18541,292.2822308
18542,312.5209046
18543,308.5735112
18544,300.6976569
18545,307.7026235
18546,315.2755603
18547,334.5392185
18548,321.4806355
18549,300.0681565
18550,301.1567662
18551,294.0382056
18552,265.3873263
18553,211.7929708
18554,179.2420871
18555,148.101333
18556,124.6573395
18557,111.5888813
18558,119.9883487
18559,139.1547919
18560,160.2454253
18561,207.0721022
18562,293.915332
18563,325.8436836
18564,329.2959071
18565,291.2365575
18566,311.402825
18567,307.4695539
18568,299.6218764
18569,306.6017819
18570,314.1476257
18571,333.3423659
18572,320.3305015
18573,298.9946281
18574,300.0793432
18575,292.98625
18576,413.8546853
18577,330.2776906
18578,279.5166542
18579,230.9546254
18580,194.3952062
18581,174.0157753
18582,187.1142114
18583,217.0030627
18584,249.8925664
18585,322.9157959
18586,458.3422988
18587,508.1325359
18588,513.5160593
18589,454.16492
18590,485.6129338
18591,479.4792473
18592,467.2412925
18593,478.1260119
18594,489.8932762
18595,519.8262548
18596,499.5350784
18597,466.2631386
18598,467.9546829
18599,456.8934544
18600,404.2076338
18601,322.5788388
18602,273.0010543
18603,225.571018
18604,189.8638075
18605,169.9594261
18606,182.7525345
18607,211.9446695
18608,244.067511
18609,315.3885516
18610,447.6582305
18611,496.2878452
18612,501.5458774
18613,443.5782274
18614,474.2931805
18615,468.3024717
18616,456.3497864
18617,466.9807805
18618,478.4737471
18619,507.7089807
18620,487.8907965
18621,455.3944336
18622,457.0465475
18623,446.243159
18624,419.1424913
18625,334.4976365
18626,283.0880282
18627,233.9055241
18628,196.8789865
18629,176.2391684
18630,189.5049627
18631,219.7757028
18632,253.0854345
18633,327.0416791
18634,464.1985215
18635,514.6249265
18636,520.077235
18637,459.9677684
18638,491.8175924
18639,485.605536
18640,473.2112172
18641,484.2350103
18642,496.1526245
18643,526.4680556
18644,505.9176197
18645,472.2205655
18646,473.9337226
18647,462.7311652
18648,399.7729294
18649,319.0397127
18650,270.0058636
18651,223.0961989
18652,187.7807448
18653,168.0947413
18654,180.747492
18655,209.6193499
18656,241.3897604
18657,311.9283127
18658,442.7468143
18659,490.8428964
18660,496.0432409
18661,438.7115743
18662,469.0895429
18663,463.1645602
18664,451.3430121
18665,461.8573698
18666,473.224243
18667,502.1387266
18668,482.5379747
18669,450.3981408
18670,452.0321288
18671,441.347268
18672,385.3455897
18673,307.5259408
18674,260.2616662
18675,215.0449167
18676,181.0039563
18677,162.0283978
18678,174.2245254
18679,202.0544315
18680,232.6782849
18681,300.671183
18682,426.7685971
18683,473.1289476
18684,478.1416177
18685,422.8789843
18686,452.1606473
18687,446.4494904
18688,435.0545682
18689,445.1894749
18690,456.1461309
18691,484.0171244
18692,465.1237408
18693,434.1437962
18694,435.7188154
18695,425.4195589
18696,270.0534376
18697,215.5167717
18698,182.3935696
18699,150.7052904
18700,126.8490983
18701,113.550867
18702,122.098016
18703,141.6014488
18704,163.0629034
18705,210.7128996
18706,299.0830303
18707,331.5727548
18708,335.0856762
18709,296.3571569
18710,316.8779931
18711,312.8755662
18712,304.8899087
18713,311.9925368
18714,319.6710536
18715,339.2032809
18716,325.9626384
18717,304.251632
18718,305.3554188
18719,298.137613
18720,269.1005749
18721,214.7563374
18722,181.750008
18723,150.1735384
18724,126.4015211
18725,113.1502115
18726,121.6672026
18727,141.1018191
18728,162.4875486
18729,209.9694153
18730,298.0277389
18731,330.4028259
18732,333.9033523
18733,295.3114835
18734,315.7599136
18735,311.7716089
18736,303.8141282
18737,310.8916952
18738,318.543119
18739,338.0064283
18740,324.8125044
18741,303.1781036
18742,304.2779958
18743,297.0856574
18744,417.5679338
18745,333.2410572
18746,282.0245751
18747,233.0268308
18748,196.1393877
18749,175.5771055
18750,188.7930653
18751,218.9500898
18752,252.1346896
18753,325.813109
18754,462.4547058
18755,512.6916782
18756,518.1235044
18757,458.239846
18758,489.9700224
18759,483.7813023
18760,471.4335442
18761,482.4159252
18762,494.2887695
18763,524.4903172
18764,504.0170813
18765,470.4466141
18766,472.1533354
18767,460.9928618
18768,407.9208823
18769,325.5422054
18770,275.5089752
18771,227.6432234
18772,191.6079891
18773,171.5207563
18774,184.4313884
18775,213.8916967
18776,246.3096343
18777,318.2858647
18778,451.7706374
18779,500.8469875
18780,506.1533226
18781,447.6531534
18782,478.650269
18783,472.6045267
18784,460.5420382
18785,471.2706938
18786,482.8692404
18787,512.3730432
18788,492.3727994
18789,459.5779091
18790,461.2452001
18791,450.3425664
18792,422.8557398
18793,337.4610031
18794,285.5959491
18795,235.9777296
18796,198.6231681
18797,177.8004987
18798,191.1838167
18799,221.7227299
18800,255.3275577
18801,329.9389922
18802,468.3109284
18803,519.1840688
18804,524.6846802
18805,464.0426944
18806,496.1746809
18807,489.907591
18808,477.403469
18809,488.5249236
18810,500.5481178
18811,531.132118
18812,510.3996226
18813,476.404041
18814,478.1323751
18815,466.8305726
18816,403.4861779
18817,322.0030793
18818,272.5137845
18819,225.1684043
18820,189.5249263
18821,169.6560715
18822,182.426346
18823,211.566377
18824,243.6318836
18825,314.8256258
18826,446.8592212
18827,495.4020387
18828,500.650686
18829,442.7865003
18830,473.4466314
18831,467.4666152
18832,455.5352639
18833,466.1472831
18834,477.6197363
18835,506.802789
18836,487.0199776
18837,454.5816162
18838,456.2307814
18839,445.4466754
18840,389.0588383
18841,310.4893074
18842,262.7695871
18843,217.1171222
18844,182.7481378
18845,163.589728
18846,175.9033794
18847,204.0014587
18848,234.9204081
18849,303.5684961
18850,430.881004
18851,477.6880899
18852,482.7490628
18853,426.9539103
18854,456.5177358
18855,450.7515454
18856,439.24682
18857,449.4793882
18858,460.5416242
18859,488.6811869
18860,469.6057437
18861,438.3272716
18862,439.917468
18863,429.5189662
18864,273.7666861
18865,218.4801383
18866,184.9014905
18867,152.7774958
18868,128.5932799
18869,115.1121972
18870,123.77687
18871,143.548476
18872,165.3050267
18873,213.6102127
18874,303.1954373
18875,336.131897
18876,339.6931214
18877,300.4320829
18878,321.2350817
18879,317.1776212
18880,309.0821605
18881,316.2824501
18882,324.0665469
18883,343.8673433
18884,330.4446413
18885,308.4351074
18886,309.5540714
18887,302.2370203
18888,272.8138234
18889,217.719704
18890,184.2579289
18891,152.2457438
18892,128.1457027
18893,114.7115417
18894,123.3460566
18895,143.0488462
18896,164.7296718
18897,212.8667285
18898,302.1401459
18899,334.9619682
18900,338.5107974
18901,299.3864095
18902,320.1170022
18903,316.0736639
18904,308.00638
18905,315.1816085
18906,322.9386123
18907,342.6704907
18908,329.2945073
18909,307.361579
18910,308.4766483
18911,301.1850648
18912,421.2811823
18913,336.2044238
18914,284.532496
18915,235.0990363
18916,197.8835693
18917,177.1384357
18918,190.4719193
18919,220.897117
18920,254.3768129
18921,328.7104221
18922,466.5671127
18923,517.2508205
18924,522.7309496
18925,462.3147721
18926,494.327111
18927,488.0833573
18928,475.625796
18929,486.7058385
18930,498.6842628
18931,529.1543796
18932,508.4990842
18933,474.6300895
18934,476.351988
18935,465.0922692
18936,411.6341309
18937,328.505572
18938,278.0168961
18939,229.7154288
18940,193.3521707
18941,173.0820865
18942,186.1102424
18943,215.8387238
18944,248.5517575
18945,321.1831779
18946,455.8830443
18947,505.4061298
18948,510.7607677
18949,451.7280794
18950,483.0073576
18951,476.9065816
18952,464.73429
18953,475.5606071
18954,487.2647336
18955,517.0371056
18956,496.8548023
18957,463.7613845
18958,465.4438527
18959,454.4419737
18960,426.5689884
18961,340.4243697
18962,288.10387
18963,238.049935
18964,200.3673497
18965,179.3618289
18966,192.8626706
18967,223.6697571
18968,257.569681
18969,332.8363053
18970,472.4233353
18971,523.7432111
18972,529.2921253
18973,468.1176205
18974,500.5317695
18975,494.2096459
18976,481.5957208
18977,492.8148369
18978,504.9436111
18979,535.7961805
18980,514.8816255
18981,480.5875164
18982,482.3310277
18983,470.92998
18984,407.1994265
18985,324.9664459
18986,275.0217053
18987,227.2406097
18988,191.2691079
18989,171.2174017
18990,184.1051999
18991,213.5134041
18992,245.8740068
18993,317.7229389
18994,450.9716281
18995,499.961181
18996,505.2581311
18997,446.8614264
18998,477.80372
18999,471.7686702
19000,459.7275157
19001,470.4371964
19002,482.0152296
19003,511.4668514
19004,491.5019805
19005,458.7650917
19006,460.429434
19007,449.5460828
19008,392.7720868
19009,313.452674
19010,265.277508
19011,219.1893276
19012,184.4923194
19013,165.1510582
19014,177.5822333
19015,205.9484858
19016,237.1625314
19017,306.4658092
19018,434.993411
19019,482.2472322
19020,487.356508
19021,431.0288363
19022,460.8748244
19023,455.0536004
19024,443.4390718
19025,453.7693015
19026,464.9371175
19027,493.3452493
19028,474.0877467
19029,442.5107471
19030,444.1161206
19031,433.6183736
19032,277.4799347
19033,221.4435049
19034,187.4094114
19035,154.8497012
19036,130.3374615
19037,116.6735274
19038,125.4557239
19039,145.4955031
19040,167.5471499
19041,216.5075258
19042,307.3078442
19043,340.6910393
19044,344.3005665
19045,304.5070089
19046,325.5921703
19047,321.4796762
19048,313.2744123
19049,320.5723634
19050,328.4620402
19051,348.5314057
19052,334.9266442
19053,312.6185829
19054,313.752724
19055,306.3364277
19056,276.5270719
19057,220.6830706
19058,186.7658497
19059,154.3179493
19060,129.8898842
19061,116.2728719
19062,125.0249105
19063,144.9958733
19064,166.971795
19065,215.7640416
19066,306.2525528
19067,339.5211105
19068,343.1182425
19069,303.4613355
19070,324.4740907
19071,320.3757189
19072,312.1986318
19073,319.4715218
19074,327.3341056
19075,347.3345531
